type	info	confidence	predicate_id	subject_id	subject_label	object_id	object_label
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003463	ovarian endometrioid adenofibroma	http://purl.obolibrary.org/obo/DOID_5480	ovarian endometrioid adenofibroma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030506	ovarian dysgenesis 9	https://omim.org/entry/619665	ovarian dysgenesis 9
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012788	coronary heart disease, susceptibility to, 9	https://omim.org/entry/612030	coronary heart disease, susceptibility to, 9
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003109	foramen magnum meningioma	http://purl.obolibrary.org/obo/DOID_4708	foramen magnum meningioma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012754	nanophthalmos 3	https://omim.org/entry/611897	nanophthalmos 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009287	glycogen storage disease due to glucose-6-phosphatase deficiency type IA	https://omim.org/entry/232200	glycogen storage disease ia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0008124	omphalocele, autosomal	https://omim.org/entry/164750	omphalocele, autosomal
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002219	paraurethral gland neoplasm	http://purl.obolibrary.org/obo/DOID_2139	paraurethral gland neoplasm
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004200	superficial urinary bladder carcinoma	http://purl.obolibrary.org/obo/DOID_7371	superficial urinary bladder cancer
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0100490	breasts and/or nipples, aplasia or hypoplasia of, 1	https://omim.org/entry/113700	breasts and/or nipples, aplasia or hypoplasia of, 1
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0013105	basal cell carcinoma, susceptibility to, 5	https://omim.org/entry/613062	basal cell carcinoma, susceptibility to, 5
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0033631	combined oxidative phosphorylation deficiency 51	https://omim.org/entry/619057	combined oxidative phosphorylation deficiency 51
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006186	duodenal adenocarcinoma	http://purl.obolibrary.org/obo/DOID_10816	duodenum adenocarcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032757	ciliary dyskinesia, primary, 41	https://omim.org/entry/618449	ciliary dyskinesia, primary, 41
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000923	interstitial emphysema	http://purl.obolibrary.org/obo/DOID_10030	pulmonary interstitial emphysema
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003292	anus leiomyoma	http://purl.obolibrary.org/obo/DOID_5134	anus leiomyoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030025	neurodevelopmental disorder with hypotonia, microcephaly, and seizures	https://omim.org/entry/618862	neurodevelopmental disorder with hypotonia, microcephaly, and seizures
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0044316	thrombocytopenia, anemia, and myelofibrosis	https://omim.org/entry/617441	thrombocytopenia, anemia, and myelofibrosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007166	ataxia with fasciculations	https://omim.org/entry/108700	ataxia with fasciculations
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004499	lung hilum carcinoma	http://purl.obolibrary.org/obo/DOID_8207	hilar lung carcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001449	lymphocytic choriomeningitis	http://purl.obolibrary.org/obo/DOID_12155	lymphocytic choriomeningitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030870	premature ovarian failure 17	https://omim.org/entry/619146	premature ovarian failure 17
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009040	craniosynostosis-intellectual disability syndrome of 51N and Gettig	https://omim.org/entry/218649	craniosynostosis-mental retardation syndrome of 51n and gettig
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006609	seborrheic infantile dermatitis	http://purl.obolibrary.org/obo/DOID_8941	seborrheic infantile dermatitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0018315	X-linked osteoporosis with fractures	https://omim.org/entry/300910	bone mineral density quantitative trait locus 18
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003994	botryoid-type embryonal rhabdomyosarcoma of the vagina	http://purl.obolibrary.org/obo/DOID_6788	vagina botryoid rhabdomyosarcoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004780	strictly posterior acute myocardial infarction	http://purl.obolibrary.org/obo/DOID_9407	strictly posterior acute myocardial infarction
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003508	choriocarcinoma of testis	http://purl.obolibrary.org/obo/DOID_5551	choriocarcinoma of the testis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032570	Joubert syndrome 35	https://omim.org/entry/618161	joubert syndrome 35
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0014312	auriculocondylar syndrome 3	https://omim.org/entry/615706	auriculocondylar syndrome 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004812	acute dacryoadenitis	http://purl.obolibrary.org/obo/DOID_952	acute dacryoadenitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004531	sclerosing adenosis of breast	http://purl.obolibrary.org/obo/DOID_8310	sclerosing adenosis of breast
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000451	primary progressive multiple sclerosis	http://purl.obolibrary.org/obo/DOID_0050784	primary progressive multiple sclerosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0060532	congenital heart defects and skeletal malformations syndrome	https://omim.org/entry/617602	congenital heart defects and skeletal malformations syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001246	typhus	http://purl.obolibrary.org/obo/DOID_11256	typhus
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009474	isovaleric acid, inability to smell	https://omim.org/entry/243450	isovaleric acid, inability to smell
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001488	anterior corneal pigmentation	http://purl.obolibrary.org/obo/DOID_12307	anterior corneal pigmentation
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0011784	Moyamoya disease 2	https://omim.org/entry/607151	moyamoya disease 2
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002255	hypertrophic elongation of cervix	http://purl.obolibrary.org/obo/DOID_2251	hypertrophic elongation of cervix
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009457	immunoglobulin d level in plasma, low	https://omim.org/entry/242890	immunoglobulin d level 1n plasma, low
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0025354	spermatogenic failure, X-linked, 3	https://omim.org/entry/301059	spermatogenic failure, x-linked, 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004797	mononeuritis of lower limb	http://purl.obolibrary.org/obo/DOID_9473	mononeuritis of lower limb
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002654	uterine disorder	http://purl.obolibrary.org/obo/DOID_345	uterine disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007965	melanoma, malignant familial intraocular	https://omim.org/entry/155700	melanoma, malignant familial intraocular
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002999	central nervous system germinoma	http://purl.obolibrary.org/obo/DOID_4438	central nervous system germinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000551	retroperitoneal neuroblastoma	http://purl.obolibrary.org/obo/DOID_0050937	retroperitoneal neuroblastoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0011468	hereditary motor and sensory neuropathy, Okinawa type	https://omim.org/entry/604484	neuropathy, hereditary motor and sensory, okinawa  iia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000463	Ochoa syndrome	http://purl.obolibrary.org/obo/DOID_0050816	urofacial syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002678	pediatric fibrosarcoma	http://purl.obolibrary.org/obo/DOID_3520	childhood fibrosarcoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0014077	cobblestone lissencephaly without muscular or ocular involvement	https://omim.org/entry/615191	lissencephaly 5
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005371	mood disorder	http://purl.obolibrary.org/obo/DOID_3324	mood disorder
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004505	central breast papilloma	http://purl.obolibrary.org/obo/DOID_8224	central breast papilloma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009216	glycogen storage disease due to GLUT2 deficiency	https://omim.org/entry/227810	fanconi-bickel syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012139	macular dystrophy, retinal, 3	https://omim.org/entry/608850	macular dystrophy, retinal, 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012283	cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss	https://omim.org/entry/609466	cleft palate, midfacial hypoplasia, triangular facies, and sensorineural hearing loss
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005901	pasteurellosis	http://purl.obolibrary.org/obo/DOID_11055	pasteurellosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002121	mononeuritis simplex	http://purl.obolibrary.org/obo/DOID_1802	mononeuritis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002816	adrenal cortex disorder	http://purl.obolibrary.org/obo/DOID_3952	adrenal cortex disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002984	reticulohistiocytic granuloma	http://purl.obolibrary.org/obo/DOID_4394	reticulohistiocytic granuloma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006135	cervical clear cell adenocarcinoma	http://purl.obolibrary.org/obo/DOID_5303	cervical clear cell adenocarcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002083	Richter syndrome	http://purl.obolibrary.org/obo/DOID_1703	Richter's syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005308	ciliopathy	http://purl.obolibrary.org/obo/DOID_0060340	ciliopathy
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006767	gastric antral vascular ectasia	http://purl.obolibrary.org/obo/DOID_2493	gastric antral vascular ectasia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006617	vesiculobullous skin disease	http://purl.obolibrary.org/obo/DOID_2731	vesiculobullous skin disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032628	mitochondrial complex 1 deficiency, nuclear type 24	https://omim.org/entry/618245	mitochondrial complex 1 deficiency, nuclear  iia 24
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0010516	midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	https://omim.org/entry/300990	midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005499	brain glioma	http://purl.obolibrary.org/obo/DOID_0060108	brain glioma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002998	skull base meningioma	http://purl.obolibrary.org/obo/DOID_4437	skull base meningioma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0010534	X-linked spinocerebellar ataxia type 4	https://omim.org/entry/301840	spinocerebellar ataxia, X-linked 4
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0054813	Ehlers-Danlos syndrome, classic-like, 2	https://omim.org/entry/618000	ehlers-danlos syndrome, classic-like, 2
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0033636	mitochondrial complex 4 deficiency, nuclear type 4	https://omim.org/entry/619048	mitochondrial complex 4 deficiency, nuclear  iia 4
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001067	early yaws	http://purl.obolibrary.org/obo/DOID_10568	early yaws
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004541	pseudoglandular variant testicular seminoma	http://purl.obolibrary.org/obo/DOID_8358	pseudoglandular variant testicular seminoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000516	phalanx chondroma	http://purl.obolibrary.org/obo/DOID_0050898	phalanx chondroma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0100215	Rajab interstitial lung disease with brain calcifications 1	https://omim.org/entry/613658	rajab interstitial lung disease with brain calcifications 1
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007776	hypersensitivity pneumonitis, familial	https://omim.org/entry/145300	hypersensitivity pneumonitis, familial
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0013065	premature ovarian failure 7	https://omim.org/entry/612964	premature ovarian failure 7
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005524	sweat gland carcinoma	http://purl.obolibrary.org/obo/DOID_5667	sweat gland carcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0020495	PEHO-like syndrome	https://omim.org/entry/617507	peho-like syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001682	diphtheritic peritonitis	http://purl.obolibrary.org/obo/DOID_13310	diphtheritic peritonitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009298	GOMBO syndrome	https://omim.org/entry/233270	gombo syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009836	pancreatitis, sclerosing cholangitis, and sicca complex	https://omim.org/entry/260480	pancreatitis, sclerosing cholangitis, and sicca complex
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007704	osteoarthritis susceptibility 2	https://omim.org/entry/140600	osteoarthritis susceptibility 2
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005109	HIV infectious disease	http://purl.obolibrary.org/obo/DOID_526	human immunodeficiency virus infectious disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0008973	chondrodysplasia punctata, Toriello type	https://omim.org/entry/215105	chondrodysplasia punctata syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000284	Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type	http://purl.obolibrary.org/obo/DOID_0050201	nephropathia epidemica
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0011453	ulnar ray dysgenesis with postaxial polydactyly and renal cystic dysplasia	https://omim.org/entry/604380	ulnar ray dysgenesis with postaxial polydactyly and renal cystic dysplasia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030397	portal hypertension, noncirrhotic, 2	https://omim.org/entry/619463	portal hypertension, noncirrhotic, 2
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003209	thymus gland adenocarcinoma	http://purl.obolibrary.org/obo/DOID_4923	thymus adenocarcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0018882	vasculitis	http://purl.obolibrary.org/obo/DOID_865	vasculitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0011125	trichothiodystrophy 1, photosensitive	https://omim.org/entry/601675	trichothiodystrophy 1, photosensitive
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012324	Frias syndrome	https://omim.org/entry/609640	frias syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0010242	fetal akinesia syndrome, X-linked	https://omim.org/entry/300073	fetal akinesia syndrome, X-linked
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0003260	adult cerebellar neoplasm	http://purl.obolibrary.org/obo/DOID_5056	adult cerebellar neoplasm
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0054842	polycystic kidney disease 6 with or without polycystic liver disease	https://omim.org/entry/618061	polycystic kidney disease 6 with or without polycystic liver disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005311	atherosclerosis	http://purl.obolibrary.org/obo/DOID_1936	atherosclerosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002070	ventricular septal defect	http://purl.obolibrary.org/obo/DOID_1657	ventricular septal defect
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012710	Hirschsprung disease, susceptibility to, 9	https://omim.org/entry/611644	hirschsprung disease, susceptibility to, 9
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0014046	Cowden syndrome 4	https://omim.org/entry/615107	cowden syndrome 4
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006552	folliculitis	http://purl.obolibrary.org/obo/DOID_4409	folliculitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009193	epithelial squamous dysplasia, keratinizing desquamative, of urinary tract	https://omim.org/entry/226985	epithelial squamous dysplasia, keratinizing desquamative, of urinary tract
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0004575	choline deficiency disease	http://purl.obolibrary.org/obo/DOID_8456	choline deficiency disease
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007880	congenital laryngeal web	https://omim.org/entry/150360	laryngeal web, familial
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0017880	Rift valley fever	http://purl.obolibrary.org/obo/DOID_1328	Rift Valley fever
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006761	fibromuscular dysplasia	https://omim.org/entry/135580	fibromuscular dysplasia, arterial
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0013283	immunodeficiency, common variable, 3	https://omim.org/entry/613493	immunodeficiency, common variable, 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0018944	gestational trophoblastic neoplasm	http://purl.obolibrary.org/obo/DOID_3590	gestational trophoblastic neoplasm
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032702	Coffin-Siris syndrome 8	https://omim.org/entry/618362	coffin-siris syndrome 8
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006181	digestive system carcinoma	http://purl.obolibrary.org/obo/DOID_0050922	gastrointestinal carcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0015698	transient hypogammaglobulinemia of infancy	http://purl.obolibrary.org/obo/DOID_624	transient hypogammaglobulinemia of infancy
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032820	neurodevelopmental disorder with structural brain anomalies and dysmorphic facies	https://omim.org/entry/618577	neurodevelopmental disorder with structural brain anomalies and dysmorphic facies
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006682	brachial plexus neuritis	http://purl.obolibrary.org/obo/DOID_3689	brachial plexus neuritis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012564	Polyosteolysis-hyperostosis syndrome	https://omim.org/entry/610830	polyosteolysis-hyperostosis syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030822	renal hypodysplasia/aplasia 4	https://omim.org/entry/619887	renal hypodysplasia/aplasia 4
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007535	emphysema, hereditary pulmonary	https://omim.org/entry/130700	emphysema, hereditary pulmonary
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005988	toxocariasis	http://purl.obolibrary.org/obo/DOID_9790	toxocariasis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0001506	prostatocystitis	http://purl.obolibrary.org/obo/DOID_12355	prostatocystitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0011065	Hunter-McAlpine craniosynostosis	https://omim.org/entry/601379	hunter-mcalpine craniosynostosis syndrome
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005614	pancreatic adenosquamous carcinoma	http://purl.obolibrary.org/obo/DOID_5637	pancreatic adenosquamous carcinoma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005990	tracheitis	http://purl.obolibrary.org/obo/DOID_9392	tracheitis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0013492	alopecia-intellectual disability syndrome 3	https://omim.org/entry/613930	alopecia-intellectual disability syndrome 3
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000583	immunoglobulin beta deficiency	http://purl.obolibrary.org/obo/DOID_0060026	immunoglobulin beta deficiency
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0005358	Dengue hemorrhagic fever	http://purl.obolibrary.org/obo/DOID_12206	dengue hemorrhagic fever
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032874	ciliary dyskinesia, primary, 43	https://omim.org/entry/618699	ciliary dyskinesia, primary, 43
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0009539	lymphoblastic leukemia, acute, with lymphomatous features	https://omim.org/entry/247640	lymphoblastic leukemia, acute, with lymphomatous features
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0019562	localized scleroderma	http://purl.obolibrary.org/obo/DOID_8472	localized scleroderma
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0032860	intellectual developmental disorder, autosomal recessive 72	https://omim.org/entry/618665	intellectual developmental disorder, autosomal recessive 72
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0014669	cone-rod dystrophy 21	https://omim.org/entry/616502	cone-rod dystrophy 21
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0012263	autoimmune disease, susceptibility to, 4	https://omim.org/entry/609400	autoimmune disease, susceptibility to, 4
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0006548	facial dermatosis	http://purl.obolibrary.org/obo/DOID_3134	facial dermatosis
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0000227	African tick-bite fever	http://purl.obolibrary.org/obo/DOID_0050035	African tick-bite fever
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0014903	seizures, benign familial infantile, 5	https://omim.org/entry/617080	seizures, benign familial infantile, 5
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0025598	pneumonia caused by chlamydia	http://purl.obolibrary.org/obo/DOID_0040083	Chlamydia pneumonia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0007545	Eosinophilopenia	https://omim.org/entry/131430	eosinophilopenia
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0020076	myeloproliferative neoplasm	http://purl.obolibrary.org/obo/DOID_2226	myeloproliferative neoplasm
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0030473	developmental and epileptic encephalopathy 99	https://omim.org/entry/619606	developmental and epileptic encephalopathy 99
NEW	None	1.0	skos:exactMatch	http://purl.obolibrary.org/obo/MONDO_0002966	splenic manifestation of prolymphocytic leukemia	http://purl.obolibrary.org/obo/DOID_4334	splenic manifestation of prolymphocytic leukemia
