# curie_map:
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   HP: http://purl.obolibrary.org/obo/HP_
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   omim: https://omim.org/entry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/534ef529-f389-45e2-b48e-ac8fc9034628
subject_id	subject_label	predicate_id	object_id	mapping_justification	confidence
MONDO:0000254	cutaneous mycosis	skos:exactMatch	DOID:0050134	semapv:UnspecifiedMatching	0.8
MONDO:0000255	subcutaneous mycosis	oboInOwl:hasDbXref	DOID:0050135	semapv:UnspecifiedMatching	0.8
MONDO:0000255	subcutaneous mycosis	skos:exactMatch	DOID:0050135	semapv:UnspecifiedMatching	0.8
MONDO:0000256	systemic mycosis	oboInOwl:hasDbXref	DOID:0050136	semapv:UnspecifiedMatching	0.8
MONDO:0000256	systemic mycosis	skos:exactMatch	DOID:0050136	semapv:UnspecifiedMatching	0.8
MONDO:0000257	acute diarrhea	oboInOwl:hasDbXref	DOID:0050140	semapv:UnspecifiedMatching	0.8
MONDO:0000257	acute diarrhea	skos:exactMatch	DOID:0050140	semapv:UnspecifiedMatching	0.8
MONDO:0000259	asymptomatic dengue	oboInOwl:hasDbXref	DOID:0050143	semapv:UnspecifiedMatching	0.8
MONDO:0000259	asymptomatic dengue	skos:exactMatch	DOID:0050143	semapv:UnspecifiedMatching	0.8
MONDO:0000261	adenoiditis	oboInOwl:hasDbXref	DOID:0050145	semapv:UnspecifiedMatching	0.8
MONDO:0000261	adenoiditis	skos:exactMatch	DOID:0050145	semapv:UnspecifiedMatching	0.8
MONDO:0000262	otomycosis	oboInOwl:hasDbXref	DOID:0050147	semapv:UnspecifiedMatching	0.8
MONDO:0000262	otomycosis	skos:exactMatch	DOID:0050147	semapv:UnspecifiedMatching	0.8
MONDO:0000263	laryngotracheitis	oboInOwl:hasDbXref	DOID:0050148	semapv:UnspecifiedMatching	0.8
MONDO:0000263	laryngotracheitis	skos:exactMatch	DOID:0050148	semapv:UnspecifiedMatching	0.8
MONDO:0000265	aspiration pneumonia	oboInOwl:hasDbXref	DOID:0050152	semapv:UnspecifiedMatching	0.8
MONDO:0000265	aspiration pneumonia	skos:exactMatch	DOID:0050152	semapv:UnspecifiedMatching	0.8
MONDO:0000266	pulmonary aspergilloma	oboInOwl:hasDbXref	DOID:0050153	semapv:UnspecifiedMatching	0.8
MONDO:0000266	pulmonary aspergilloma	skos:exactMatch	DOID:0050153	semapv:UnspecifiedMatching	0.8
MONDO:0000270	lower respiratory tract disorder	oboInOwl:hasDbXref	DOID:0050161	semapv:UnspecifiedMatching	0.8
MONDO:0000270	lower respiratory tract disorder	skos:exactMatch	DOID:0050161	semapv:UnspecifiedMatching	0.8
MONDO:0000271	tuberculous salpingitis	oboInOwl:hasDbXref	DOID:0050166	semapv:UnspecifiedMatching	0.8
MONDO:0000271	tuberculous salpingitis	skos:exactMatch	DOID:0050166	semapv:UnspecifiedMatching	0.8
MONDO:0000273	Kunjin virus infectous disease	oboInOwl:hasDbXref	DOID:0050174	semapv:UnspecifiedMatching	0.8
MONDO:0000273	Kunjin virus infectous disease	skos:exactMatch	DOID:0050174	semapv:UnspecifiedMatching	0.8
MONDO:0000275	obsolete monogenic disease	oboInOwl:hasDbXref	DOID:0050177	semapv:UnspecifiedMatching	0.8
MONDO:0000275	obsolete monogenic disease	skos:exactMatch	DOID:0050177	semapv:UnspecifiedMatching	0.8
MONDO:0000276	Powassan encephalitis	oboInOwl:hasDbXref	DOID:0050179	semapv:UnspecifiedMatching	0.8
MONDO:0000276	Powassan encephalitis	skos:exactMatch	DOID:0050179	semapv:UnspecifiedMatching	0.8
MONDO:0000282	Whitewater Arroyo hemorrhagic fever	oboInOwl:hasDbXref	DOID:0050199	semapv:UnspecifiedMatching	0.8
MONDO:0000282	Whitewater Arroyo hemorrhagic fever	skos:exactMatch	DOID:0050199	semapv:UnspecifiedMatching	0.8
MONDO:0000283	Hantavirus hemorrhagic fever with renal syndrome, Seoul virus type	oboInOwl:hasDbXref	DOID:0050200	semapv:UnspecifiedMatching	0.8
MONDO:0000283	Hantavirus hemorrhagic fever with renal syndrome, Seoul virus type	skos:exactMatch	DOID:0050200	semapv:UnspecifiedMatching	0.8
MONDO:0000284	Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type	oboInOwl:hasDbXref	DOID:0050201	semapv:UnspecifiedMatching	0.8
MONDO:0000284	Hantavirus hemorrhagic fever with renal syndrome, Puumala virus type	skos:exactMatch	DOID:0050201	semapv:UnspecifiedMatching	0.8
MONDO:0000286	Epstein-Barr virus hepatitis	oboInOwl:hasDbXref	DOID:0050204	semapv:UnspecifiedMatching	0.8
MONDO:0000286	Epstein-Barr virus hepatitis	skos:exactMatch	DOID:0050204	semapv:UnspecifiedMatching	0.8
MONDO:0000288	polycystic echinococcosis	oboInOwl:hasDbXref	DOID:0050218	semapv:UnspecifiedMatching	0.8
MONDO:0000288	polycystic echinococcosis	skos:exactMatch	DOID:0050218	semapv:UnspecifiedMatching	0.8
MONDO:0000290	primary amebic meningoencephalitis	oboInOwl:hasDbXref	DOID:0050242	semapv:UnspecifiedMatching	0.8
MONDO:0000290	primary amebic meningoencephalitis	skos:exactMatch	DOID:0050242	semapv:UnspecifiedMatching	0.8
MONDO:0000291	granulomatous amebic encephalitis	oboInOwl:hasDbXref	DOID:0050246	semapv:UnspecifiedMatching	0.8
MONDO:0000291	granulomatous amebic encephalitis	skos:exactMatch	DOID:0050246	semapv:UnspecifiedMatching	0.8
MONDO:0000292	philophthalmiasis	oboInOwl:hasDbXref	DOID:0050250	semapv:UnspecifiedMatching	0.8
MONDO:0000292	philophthalmiasis	skos:exactMatch	DOID:0050250	semapv:UnspecifiedMatching	0.8
MONDO:0000293	coenurosis	oboInOwl:hasDbXref	DOID:0050251	semapv:UnspecifiedMatching	0.8
MONDO:0000293	coenurosis	skos:exactMatch	DOID:0050251	semapv:UnspecifiedMatching	0.8
MONDO:0000294	mesocestoidiasis	oboInOwl:hasDbXref	DOID:0050253	semapv:UnspecifiedMatching	0.8
MONDO:0000294	mesocestoidiasis	skos:exactMatch	DOID:0050253	semapv:UnspecifiedMatching	0.8
MONDO:0000295	acanthocephaliasis	oboInOwl:hasDbXref	DOID:0050254	semapv:UnspecifiedMatching	0.8
MONDO:0000295	acanthocephaliasis	skos:exactMatch	DOID:0050254	semapv:UnspecifiedMatching	0.8
MONDO:0000297	baylisascariasis	oboInOwl:hasDbXref	DOID:0050259	semapv:UnspecifiedMatching	0.8
MONDO:0000297	baylisascariasis	skos:exactMatch	DOID:0050259	semapv:UnspecifiedMatching	0.8
MONDO:0000298	dioctophymiasis	oboInOwl:hasDbXref	DOID:0050260	semapv:UnspecifiedMatching	0.8
MONDO:0000298	dioctophymiasis	skos:exactMatch	DOID:0050260	semapv:UnspecifiedMatching	0.8
MONDO:0000299	thelaziasis	oboInOwl:hasDbXref	DOID:0050261	semapv:UnspecifiedMatching	0.8
MONDO:0000299	thelaziasis	skos:exactMatch	DOID:0050261	semapv:UnspecifiedMatching	0.8
MONDO:0000301	ophthalmomyiasis	oboInOwl:hasDbXref	DOID:0050268	semapv:UnspecifiedMatching	0.8
MONDO:0000301	ophthalmomyiasis	skos:exactMatch	DOID:0050268	semapv:UnspecifiedMatching	0.8
MONDO:0000302	basidiobolomycosis	oboInOwl:hasDbXref	DOID:0050278	semapv:UnspecifiedMatching	0.8
MONDO:0000302	basidiobolomycosis	skos:exactMatch	DOID:0050278	semapv:UnspecifiedMatching	0.8
MONDO:0000303	conidiobolomycosis	oboInOwl:hasDbXref	DOID:0050279	semapv:UnspecifiedMatching	0.8
MONDO:0000303	conidiobolomycosis	skos:exactMatch	DOID:0050279	semapv:UnspecifiedMatching	0.8
MONDO:0000304	penicilliosis	oboInOwl:hasDbXref	DOID:0050288	semapv:UnspecifiedMatching	0.8
MONDO:0000304	penicilliosis	skos:exactMatch	DOID:0050288	semapv:UnspecifiedMatching	0.8
MONDO:0000306	trichosporonosis	oboInOwl:hasDbXref	DOID:0050290	semapv:UnspecifiedMatching	0.8
MONDO:0000306	trichosporonosis	skos:exactMatch	DOID:0050290	semapv:UnspecifiedMatching	0.8
MONDO:0000307	parasitic Ichthyosporea infectious disease	oboInOwl:hasDbXref	DOID:0050291	semapv:UnspecifiedMatching	0.8
MONDO:0000307	parasitic Ichthyosporea infectious disease	skos:exactMatch	DOID:0050291	semapv:UnspecifiedMatching	0.8
MONDO:0000308	primary systemic mycosis	oboInOwl:hasDbXref	DOID:0050292	semapv:UnspecifiedMatching	0.8
MONDO:0000308	primary systemic mycosis	skos:exactMatch	DOID:0050292	semapv:UnspecifiedMatching	0.8
MONDO:0000309	aniseikonia	oboInOwl:hasDbXref	DOID:0050304	semapv:UnspecifiedMatching	0.8
MONDO:0000309	aniseikonia	skos:exactMatch	DOID:0050304	semapv:UnspecifiedMatching	0.8
MONDO:0000310	Alkhurma hemorrhagic fever	oboInOwl:hasDbXref	DOID:0050308	semapv:UnspecifiedMatching	0.8
MONDO:0000310	Alkhurma hemorrhagic fever	skos:exactMatch	DOID:0050308	semapv:UnspecifiedMatching	0.8
MONDO:0000313	hypophosphatemia	oboInOwl:hasDbXref	DOID:0050336	semapv:UnspecifiedMatching	0.8
MONDO:0000313	hypophosphatemia	skos:exactMatch	DOID:0050336	semapv:UnspecifiedMatching	0.8
MONDO:0000314	primary bacterial infectious disease	oboInOwl:hasDbXref	DOID:0050338	semapv:UnspecifiedMatching	0.8
MONDO:0000314	primary bacterial infectious disease	skos:exactMatch	DOID:0050338	semapv:UnspecifiedMatching	0.8
MONDO:0000315	commensal bacterial infectious disease	oboInOwl:hasDbXref	DOID:0050339	semapv:UnspecifiedMatching	0.8
MONDO:0000315	commensal bacterial infectious disease	skos:exactMatch	DOID:0050339	semapv:UnspecifiedMatching	0.8
MONDO:0000316	opportunistic bacterial infectious disease	oboInOwl:hasDbXref	DOID:0050340	semapv:UnspecifiedMatching	0.8
MONDO:0000316	opportunistic bacterial infectious disease	skos:exactMatch	DOID:0050340	semapv:UnspecifiedMatching	0.8
MONDO:0000320	glandular tularemia	oboInOwl:hasDbXref	DOID:0050382	semapv:UnspecifiedMatching	0.8
MONDO:0000320	glandular tularemia	skos:exactMatch	DOID:0050382	semapv:UnspecifiedMatching	0.8
MONDO:0000321	typhoidal tularemia	oboInOwl:hasDbXref	DOID:0050383	semapv:UnspecifiedMatching	0.8
MONDO:0000321	typhoidal tularemia	skos:exactMatch	DOID:0050383	semapv:UnspecifiedMatching	0.8
MONDO:0000327	Buruli ulcer disease	oboInOwl:hasDbXref	DOID:0050456	semapv:UnspecifiedMatching	0.8
MONDO:0000327	Buruli ulcer disease	skos:exactMatch	DOID:0050456	semapv:UnspecifiedMatching	0.8
MONDO:0000328	hyperphosphatemia	oboInOwl:hasDbXref	DOID:0050459	semapv:UnspecifiedMatching	0.8
MONDO:0000328	hyperphosphatemia	skos:exactMatch	DOID:0050459	semapv:UnspecifiedMatching	0.8
MONDO:0000330	endemic typhus	oboInOwl:hasDbXref	DOID:0050481	semapv:UnspecifiedMatching	0.8
MONDO:0000330	endemic typhus	skos:exactMatch	DOID:0050481	semapv:UnspecifiedMatching	0.8
MONDO:0000331	Rickettsia helvetica spotted fever	oboInOwl:hasDbXref	DOID:0050484	semapv:UnspecifiedMatching	0.8
MONDO:0000331	Rickettsia helvetica spotted fever	skos:exactMatch	DOID:0050484	semapv:UnspecifiedMatching	0.8
MONDO:0000332	sennetsu fever	oboInOwl:hasDbXref	DOID:0050485	semapv:UnspecifiedMatching	0.8
MONDO:0000332	sennetsu fever	skos:exactMatch	DOID:0050485	semapv:UnspecifiedMatching	0.8
MONDO:0000333	early congenital syphilis	oboInOwl:hasDbXref	DOID:0050488	semapv:UnspecifiedMatching	0.8
MONDO:0000333	early congenital syphilis	skos:exactMatch	DOID:0050488	semapv:UnspecifiedMatching	0.8
MONDO:0000334	multinodular goiter	oboInOwl:hasDbXref	DOID:0050489	semapv:UnspecifiedMatching	0.8
MONDO:0000334	multinodular goiter	skos:exactMatch	DOID:0050489	semapv:UnspecifiedMatching	0.8
MONDO:0000335	parenchymatous neurosyphilis	oboInOwl:hasDbXref	DOID:0050490	semapv:UnspecifiedMatching	0.8
MONDO:0000335	parenchymatous neurosyphilis	skos:exactMatch	DOID:0050490	semapv:UnspecifiedMatching	0.8
MONDO:0000336	meningovascular neurosyphilis	oboInOwl:hasDbXref	DOID:0050491	semapv:UnspecifiedMatching	0.8
MONDO:0000336	meningovascular neurosyphilis	skos:exactMatch	DOID:0050491	semapv:UnspecifiedMatching	0.8
MONDO:0000337	exanthema subitum	oboInOwl:hasDbXref	DOID:0050495	semapv:UnspecifiedMatching	0.8
MONDO:0000337	exanthema subitum	skos:exactMatch	DOID:0050495	semapv:UnspecifiedMatching	0.8
MONDO:0000338	variola major infectious disease	oboInOwl:hasDbXref	DOID:0050508	semapv:UnspecifiedMatching	0.8
MONDO:0000338	variola major infectious disease	skos:exactMatch	DOID:0050508	semapv:UnspecifiedMatching	0.8
MONDO:0000339	spinal polio	oboInOwl:hasDbXref	DOID:0050513	semapv:UnspecifiedMatching	0.8
MONDO:0000339	spinal polio	skos:exactMatch	DOID:0050513	semapv:UnspecifiedMatching	0.8
MONDO:0000340	bulbospinal polio	oboInOwl:hasDbXref	DOID:0050514	semapv:UnspecifiedMatching	0.8
MONDO:0000340	bulbospinal polio	skos:exactMatch	DOID:0050514	semapv:UnspecifiedMatching	0.8
MONDO:0000341	paralytic poliomyelitis	oboInOwl:hasDbXref	DOID:0050515	semapv:UnspecifiedMatching	0.8
MONDO:0000341	paralytic poliomyelitis	skos:exactMatch	DOID:0050515	semapv:UnspecifiedMatching	0.8
MONDO:0000342	O'nyong'nyong fever	oboInOwl:hasDbXref	DOID:0050516	semapv:UnspecifiedMatching	0.8
MONDO:0000342	O'nyong'nyong fever	skos:exactMatch	DOID:0050516	semapv:UnspecifiedMatching	0.8
MONDO:0000343	Barmah forest virus disease	oboInOwl:hasDbXref	DOID:0050517	semapv:UnspecifiedMatching	0.8
MONDO:0000343	Barmah forest virus disease	skos:exactMatch	DOID:0050517	semapv:UnspecifiedMatching	0.8
MONDO:0000344	Ross river fever	oboInOwl:hasDbXref	DOID:0050518	semapv:UnspecifiedMatching	0.8
MONDO:0000344	Ross river fever	skos:exactMatch	DOID:0050518	semapv:UnspecifiedMatching	0.8
MONDO:0000345	Oropouche fever	oboInOwl:hasDbXref	DOID:0050521	semapv:UnspecifiedMatching	0.8
MONDO:0000345	Oropouche fever	skos:exactMatch	DOID:0050521	semapv:UnspecifiedMatching	0.8
MONDO:0000346	Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type	oboInOwl:hasDbXref	DOID:0050522	semapv:UnspecifiedMatching	0.8
MONDO:0000346	Hantavirus hemorrhagic fever with renal syndrome, Dobrava-Belgrade virus type	skos:exactMatch	DOID:0050522	semapv:UnspecifiedMatching	0.8
MONDO:0000348	obsolete posterior polar cataract	oboInOwl:hasDbXref	DOID:0050537	semapv:UnspecifiedMatching	0.8
MONDO:0000348	obsolete posterior polar cataract	skos:exactMatch	DOID:0050537	semapv:UnspecifiedMatching	0.8
MONDO:0000351	disorder of methionine catabolism	oboInOwl:hasDbXref	DOID:0050544	semapv:UnspecifiedMatching	0.8
MONDO:0000351	disorder of methionine catabolism	skos:exactMatch	DOID:0050544	semapv:UnspecifiedMatching	0.8
MONDO:0000355	Ullrich congenital muscular dystrophy	oboInOwl:hasDbXref	DOID:0050558	semapv:UnspecifiedMatching	0.8
MONDO:0000355	Ullrich congenital muscular dystrophy	skos:exactMatch	DOID:0050558	semapv:UnspecifiedMatching	0.8
MONDO:0000358	orofacial cleft	oboInOwl:hasDbXref	DOID:0050567	semapv:UnspecifiedMatching	0.8
MONDO:0000358	orofacial cleft	skos:exactMatch	DOID:0050567	semapv:UnspecifiedMatching	0.8
MONDO:0000359	spondylocostal dysostosis	oboInOwl:hasDbXref	DOID:0050568	semapv:UnspecifiedMatching	0.8
MONDO:0000359	spondylocostal dysostosis	skos:exactMatch	DOID:0050568	semapv:UnspecifiedMatching	0.8
MONDO:0000363	gummatous syphilis	oboInOwl:hasDbXref	DOID:0050584	semapv:UnspecifiedMatching	0.8
MONDO:0000363	gummatous syphilis	skos:exactMatch	DOID:0050584	semapv:UnspecifiedMatching	0.8
MONDO:0000365	primary congenital glaucoma	oboInOwl:hasDbXref	DOID:0050593	semapv:UnspecifiedMatching	0.8
MONDO:0000365	primary congenital glaucoma	skos:exactMatch	DOID:0050593	semapv:UnspecifiedMatching	0.8
MONDO:0000367	taeniasis	oboInOwl:hasDbXref	DOID:0050596	semapv:UnspecifiedMatching	0.8
MONDO:0000367	taeniasis	skos:exactMatch	DOID:0050596	semapv:UnspecifiedMatching	0.8
MONDO:0000368	extrapulmonary tuberculosis	oboInOwl:hasDbXref	DOID:0050598	semapv:UnspecifiedMatching	0.8
MONDO:0000368	extrapulmonary tuberculosis	skos:exactMatch	DOID:0050598	semapv:UnspecifiedMatching	0.8
MONDO:0000369	abdominal tuberculosis	oboInOwl:hasDbXref	DOID:0050599	semapv:UnspecifiedMatching	0.8
MONDO:0000369	abdominal tuberculosis	skos:exactMatch	DOID:0050599	semapv:UnspecifiedMatching	0.8
MONDO:0000371	oral cavity carcinoma in situ	oboInOwl:hasDbXref	DOID:0050610	semapv:UnspecifiedMatching	0.8
MONDO:0000371	oral cavity carcinoma in situ	skos:exactMatch	DOID:0050610	semapv:UnspecifiedMatching	0.8
